map_id,plan_id,statement,gold_formula,formula
4,4_3,The player believes that box 1 is empty.,"believes(player, formula(empty(box1))) ","believes(player, formula(empty(box1)))"
4,4_3,The player believes there might be a key in box 2.,"believes(player, might(exists(key(K), inside(K, box2)))) ","believes(player, might(exists(key(K), inside(K, box2))))"
4,4_3,The player believes there might be a key in box 3.,"believes(player, might(exists(key(K), inside(K, box3)))) ","believes(player, might(exists(key(K), inside(K, box3))))"
4,4_3,The player believes there might be a key in box 1.,"believes(player, might(exists(key(K), inside(K, box1)))) ","believes(player, might(exists(key(K), inside(K, box1))))"
4,4_3,The player believes there might be a key in box 2.,"believes(player, might(exists(key(K), inside(K, box2)))) ","believes(player, might(exists(key(K), inside(K, box2))))"
4,4_3,The player is uncertain about the contents of box 3.,"uncertain_about(player, color(C), exists(and(key(K), inside(K, box3)), iscolor(K, C))) ","ncertain_about(player, color(C), exists(and(key(K), inside(K, box3)), iscolor(K, C))"
5,5_1,The player believes there should be a key in box 3.,"believes(player, should(exists(key(K), inside(K, box3)))) ","believes(player, should(exists(key(K), inside(K, box3))))"
5,5_1,The player is unsure whether the key will be blue or red.,"uncertain_if(player, formula(iscolor(key(K), blue)), formula(iscolor(key(K), red))) ","ncertain_about(player, color(C), exists(key(K), iscolor(K, C)))"
5,5_1,The player believes the red key is in box 3.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
5,5_1,The player believes that box number 1 is empty.,"believes(player, formula(empty(box1))) ","believes(player, formula(empty(box1)))"
5,5_1,The player believes that box 3 might have a red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
5,5_1,The player believes that box 3 might also have a blue key.,"believes(player, might(exists(and(key(K), iscolor(K, blue)), inside(K, box3)))) ","believes(player, might(exists(and(key(K), iscolor(K, blue)), inside(K, box3))))"
5,5_1,The player believes there is a red key in box 3.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
5,5_1,The player believes that box 1 is empty.,"believes(player, formula(empty(box1))) ","believes(player, formula(empty(box1)))"
5,5_1,The player believes that box 3 could have the red key.,"believes(player, could(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, could(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
5,5_1,"The player believes that if box 3 does not contain a red key, then box 1 will.","believes(player, formula(imply(not(exists(and(key(K), iscolor(K, red)), inside(K, box3))), exists(and(key(K), iscolor(K, red)), inside(K, box1))))) ","believes(player, formula(imply(not(exists(and(key(K), iscolor(K, red)), inside(K, box3))), exists(and(key(K), iscolor(K, red)), inside(K, box1)))))"
5,5_1,The player believes that either box 2 or 3 has a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box2), inside(K, box3))))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box2), inside(K, box3)))))"
5,5_1,The player knows that box 2 does not have the red key.,"knows_that(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box2))))) ","knows_that(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box2)))))"
5,5_1,The player believes there might be a key in box 1.,"believes(player, might(exists(key(K), inside(K, box1)))) ","believes(player, might(exists(key(K), inside(K, box1))))"
5,5_1,The player believes there might be a key in box 2.,"believes(player, might(exists(key(K), inside(K, box2)))) ","believes(player, might(exists(key(K), inside(K, box2))))"
5,5_1,The player is uncertain about the contents of box 3.,"uncertain_about(player, color(C), exists(and(key(K), inside(K, box3)), iscolor(K, C))) ","ncertain_about(player, color(C), exists(and(key(K), inside(K, box3)), iscolor(K, C))"
5,5_2,The player believes that the red key must be in box 3.,"believes(player, must(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, must(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
5,5_2,The player believes a red key is in box 3.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
5,5_2,The player believes that a red key is in box 3.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
5,5_2,The player believes that boxes 1 and 2 are empty.,"believes(player, formula(and(empty(box1), empty(box2)))) ","believes(player, formula(and(empty(box1), empty(box2))))"
5,5_2,The player knows that the third box holds the red key.,"knows_that(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","knows_that(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
5,5_2,The player knows that the boxes 1 and 2 were both empty.,"knows_that(player, formula(and(empty(box1), empty(box2)))) ","knows_that(player, formula(and(empty(box1), empty(box2))))"
5,5_2,The player believes box three has a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
5,5_2,The player believes that box 3 contains a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
5,5_2,The player is sure that box 1 and 2 are empty.,"certain(player, formula(and(empty(box1), empty(box2)))) ","certain(player, formula(and(empty(box1), empty(box2))))"
5,5_2,The player believes that there is a red key in box 3.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
5,5_2,The player believes that box 2 is empty.,"believes(player, formula(empty(box2))) ","believes(player, formula(empty(box2)))"
5,5_2,The player believes there is a red key in box 3.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
5,5_2,The player already knows for sure there is no key in box 1 or box 2.,"knows_that(player, formula(not(exists(key(K), or(inside(K, box1), inside(K, box2)))))) ","certain(player, formula(not(exists(key(K), or(inside(K, box1), inside(K, box2)))))"
5,5_2,The player believes there might be a key in box 1.,"believes(player, might(exists(key(K), inside(K, box1)))) ","believes(player, might(exists(key(K), inside(K, box1))))"
5,5_2,The player believes there might be a key in box 2.,"believes(player, might(exists(key(K), inside(K, box2)))) ","believes(player, might(exists(key(K), inside(K, box2))))"
5,5_2,The player is uncertain about the contents of box 3.,"uncertain_about(player, color(C), exists(and(key(K), inside(K, box3)), iscolor(K, C))) ","ncertain_about(player, color(C), exists(and(key(K), inside(K, box3)), iscolor(K, C))"
6,6_1,The player believes box 1 may contain a blue key or a red key.,"believes(player, formula(or(exists(and(key(K), iscolor(K, blue)), inside(K, box1)), exists(and(key(K), iscolor(K, red)), inside(K, box1))))) ","believes(player, may(exists(key(K), or(and(iscolor(K, blue), inside(K, box1)), and(iscolor(K, red), inside(K, box1)))))"
6,6_1,The player believes that box 2 may contain a blue key or a red key.,"believes(player, may(or(exists(and(key(K), iscolor(K, blue)), inside(K, box2)), exists(and(key(K), iscolor(K, red)), inside(K, box2))))) ","believes(player, may(exists(key(K), or(and(iscolor(K, blue), inside(K, box2)), and(iscolor(K, red), inside(K, box2)))))"
6,6_1,The player believes box 1 contains the red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
6,6_1,The player believes that box 2 is empty.,"believes(player, formula(empty(box2))) ","believes(player, formula(empty(box2)))"
6,6_1,The player believes that either a red key or a blue key is in box 1.,"believes(player, formula(or(exists(and(key(K), iscolor(K, red)), inside(K, box1)), exists(and(key(K), iscolor(K, blue)), inside(K, box1))))) ","believes(player, formula(or(exists(and(key(K), iscolor(K, red)), inside(K, box1)), exists(and(key(K), iscolor(K, blue)), inside(K, box1)))))"
6,6_1,The player believes that either a red key or a blue key is in box 2.,"believes(player, formula(or(exists(and(key(K), iscolor(K, red)), inside(K, box2)), exists(and(key(K), iscolor(K, blue)), inside(K, box2))))) ","believes(player, formula(or(exists(and(key(K), iscolor(K, red)), inside(K, box2)), exists(and(key(K), iscolor(K, blue)), inside(K, box2)))))"
6,6_1,The player believes that box 1 might hold a blue key.,"believes(player, might(exists(and(key(K), iscolor(K, blue)), inside(K, box1)))) ","believes(player, might(exists(and(key(K), iscolor(K, blue)), inside(K, box1))))"
6,6_1,The player believes that box 2 might hold a blue key.,"believes(player, might(exists(and(key(K), iscolor(K, blue)), inside(K, box2)))) ","believes(player, might(exists(and(key(K), iscolor(K, blue)), inside(K, box2))))"
6,6_1,The player is unsure what color key is in box 1.,"uncertain_about(player, color(C), exists(and(key(K), inside(K, box1)), iscolor(K, C))) ","ncertain_about(player, color(C), exists(and(key(K), inside(K, box1)), iscolor(K, C))"
6,6_1,The player believes there might be a key in box 1.,"believes(player, might(exists(key(K), inside(K, box1)))) ","believes(player, might(exists(key(K), inside(K, box1))))"
6,6_1,The player believes that box 1 holds a blue key.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box1)))) ","believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box1))))"
6,6_1,The player believes that box 1 holds a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
6,6_1,The player believes that box 1 contains a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
6,6_1,The player believes box 1 is more likely to contain a red key than box 2.,"believes(player, more(likely, exists(and(key(K), iscolor(K, red)), inside(K, box1)), exists(and(key(K), iscolor(K, red)), inside(K, box2)))) ","believes(player, more(likely, exists(and(key(K), iscolor(K, red)), inside(K, box1)), exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
6,6_1,The player knows that there is a blue or red key in box 1.,"knows_that(player, formula(exists(key(K), and(or(iscolor(K, blue), iscolor(K, red)), inside(K, box1))))) ","knows_that(player, formula(exists(key(K), and(or(iscolor(K, blue), iscolor(K, red)), inside(K, box1)))))"
6,6_1,The player knows that there is a blue or red key in box 2.,"knows_that(player, formula(exists(key(K), and(or(iscolor(K, blue), iscolor(K, red)), inside(K, box2))))) ","knows_that(player, formula(exists(key(K), and(or(iscolor(K, blue), iscolor(K, red)), inside(K, box2)))))"
6,6_2,The player believes that box 1 holds a blue key.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box1)))) ","believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box1))))"
6,6_2,The player believes that box 2 holds a blue key.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box2)))) ","believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box2))))"
6,6_2,The player believes there is a blue key in box 2.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box2)))) ","believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box2))))"
6,6_2,The player believes that there is a red key in box 2.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
6,6_2,The player believes the blue key is in box 1.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box1)))) ","believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box1))))"
6,6_3,The player believes that the boxes are both empty.,"believes(player, formula(and(empty(box1), empty(box2)))) ","believes(player, formula(and(empty(box1), empty(box2))))"
6,6_3,The player believes that box 1 is empty.,"believes(player, formula(empty(box1))) ","believes(player, formula(empty(box1)))"
6,6_3,The player believes that box 2 probably has a key.,"believes(player, likely(exists(key(K), inside(K, box2)))) ","believes(player, likely(exists(key(K), inside(K, box2))))"
6,6_3,The player believes there might be a key in box 1 or box 2.,"believes(player, might(exists(key(K), or(inside(K, box1), inside(K, box2))))) ","believes(player, might(exists(key(K), or(inside(K, box1), inside(K, box2)))))"
6,6_3,The player believes there might be a key in box 1.,"believes(player, might(exists(key(K), inside(K, box1)))) ","believes(player, might(exists(key(K), inside(K, box1))))"
6,6_3,The player believes there might be a key in box 2.,"believes(player, might(exists(key(K), inside(K, box2)))) ","believes(player, might(exists(key(K), inside(K, box2))))"
6,6_3,The player is uncertain about the contents of box 3.,"uncertain_about(player, color(C), exists(and(key(K), inside(K, box3)), iscolor(K, C))) ","ncertain_about(player, color(C), exists(and(key(K), inside(K, box3)), iscolor(K, C))"
7,7_1,The player believes that box 1 might have a red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box1)))) ","believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
7,7_1,The player believes that box 1 might be empty.,"believes(player, might(empty(box1))) ","believes(player, might(empty(box1)))"
7,7_1,The player knows that box 2 is empty.,"knows_that(player, formula(empty(box2))) ","knows_that(player, formula(empty(box2)))"
7,7_1,The player knows that box 3 is empty.,"knows_that(player, formula(empty(box3))) ","knows_that(player, formula(empty(box3)))"
7,7_1,The player thinks there is a red key in box 1.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
7,7_1,The player believes a red key is found inside box 1.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
7,7_1,The player believes that box 1 is the only box that contains a key.,"believes(player, formula(and(exists(key(K), inside(K, box1)), forall(box(B), not(and(not(B == box1), exists(key(K), inside(K, B)))))))) ","believes(player, formula(exists(key(K), and(inside(K, box1), forall(box(B), imply(not(equal(B, box1)), empty(B))))))"
7,7_2,The player believes box 2 could contain a red key.,"believes(player, could(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) ","believes(player, could(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
7,7_2,The player believes box 3 is empty.,"believes(player, formula(empty(box3))) ","believes(player, formula(empty(box3)))"
7,7_2,The player believes there might be a red key in box two.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) ","believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
7,7_2,The player believes the red key is in box 2.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
7,7_2,The player believes the red key may be in box 3.,"believes(player, may(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, may(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
7,7_2,The player believes that box 2 might have a red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) ","believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
7,7_2,The player believes that box 3 might be empty.,"believes(player, might(empty(box3))) ","believes(player, might(empty(box3)))"
7,7_2,The player believes that box number 2 holds the red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
7,7_2,The player thinks that box number 3 is empty.,"believes(player, formula(empty(box3))) ","believes(player, formula(empty(box3)))"
7,7_2,The player believes there might be a key in box 2.,"believes(player, might(exists(key(K), inside(K, box2)))) ","believes(player, might(exists(key(K), inside(K, box2))))"
7,7_2,"The player believes that if there is not a key in box 2, there will be a key in box 3.","believes(player, formula(imply(not(exists(key(K), inside(K, box2))), exists(key(K), inside(K, box3))))) ","believes(player, formula(imply(not(exists(key(K), inside(K, box2))), exists(key(K), inside(K, box3)))))"
7,7_2,The player thinks that box 2 contains a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
7,7_2,The player thinks that box 3 is empty.,"believes(player, formula(empty(box3))) ","believes(player, formula(empty(box3)))"
7,7_2,The player believes that box 2 contains a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
7,7_2,The player believes that box 2 is more likely to contain a red key than box 3.,"believes(player, more(likely, exists(and(key(K), iscolor(K, red)), inside(K, box2)), exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, more(likely, exists(and(key(K), iscolor(K, red)), inside(K, box2)), exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
7,7_2,The player believes there might be a key in box 1.,"believes(player, might(exists(key(K), inside(K, box1)))) ","believes(player, might(exists(key(K), inside(K, box1))))"
7,7_2,The player believes there might be a key in box 2.,"believes(player, might(exists(key(K), inside(K, box2)))) ","believes(player, might(exists(key(K), inside(K, box2))))"
7,7_2,The player is uncertain about the contents of box 3.,"uncertain_about(player, color(C), exists(and(key(K), inside(K, box3)), iscolor(K, C))) ","ncertain_about(player, color(C), exists(and(key(K), inside(K, box3)), iscolor(K, C))"
7,7_3,The player knows that box 1 empty.,"knows_that(player, formula(empty(box1))) ","knows_that(player, formula(empty(box1)))"
7,7_3,The player believes that box 3 might have a red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
7,7_3,The player believes that box 2 might be empty.,"believes(player, might(empty(box2))) ","believes(player, might(empty(box2)))"
7,7_3,The player believes that box 3 may contain the red key.,"believes(player, may(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, may(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
7,7_3,The player believes that box 2 or 3 may contain the red key.,"believes(player, may(exists(and(key(K), iscolor(K, red)), or(inside(K, box2), inside(K, box3))))) ","believes(player, may(exists(key(K), and(iscolor(K, red), or(inside(K, box2), inside(K, box3)))))"
7,7_3,The player believes there might be a red key in box 3.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
7,7_3,The player believes that there should be a key in box 3.,"believes(player, should(exists(key(K), inside(K, box3)))) ","believes(player, should(exists(key(K), inside(K, box3))))"
7,7_3,The player believes that box 3 might have a red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
7,7_3,The player believes that box 2 would have a red key if box 3 is empty.,"believes(player, formula(imply(empty(box3), exists(and(key(K), iscolor(K, red)), inside(K, box2))))) ","believes(player, formula(imply(empty(box3), exists(and(key(K), iscolor(K, red)), inside(K, box2)))))"
7,7_3,The player thinks that box 3 contains a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
7,7_3,The player thinks that box 2 is empty.,"believes(player, formula(empty(box2))) ","believes(player, formula(empty(box2)))"
7,7_3,The player knows that box 1 does not have the red key.,"knows_that(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box1))))) ","knows_that(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box1)))))"
7,7_3,The player believes that box 3 might have the red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box3)))) ","believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
