map_id,plan_id,statement,gold_formula,formula
5,5_1,The player believed that box number 3 was empty.,"believes(player, formula(empty(box3)))","believes(player, formula(empty(box3)))"
5,5_1,The player believed that box 2 might have a red or blue key.,"believes(player, might(exists(and(key(K), or(iscolor(K, red), iscolor(K, blue))), inside(K, box2))))","believes(player, might(exists(key(K), and(or(iscolor(K, red), iscolor(K, blue)), inside(K, box2)))))"
5,5_1,The player believed that there was a key in box 2.,"believes(player, formula(exists(key(K), inside(K, box2))))","believes(player, formula(exists(key(K), inside(K, box2))))"
5,5_1,The player believed that box 1 was empty.,"believes(player, formula(empty(box1)))","believes(player, formula(empty(box1)))"
5,5_1,The player initially believed that there was a red key in one of the boxes.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), exists(box(B), inside(K, B)))))","believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box1), inside(K, box2), inside(K, box3), inside(K, box4))))"
5,5_1,"The player thought there was an equal chance of the key being in box 1, box 2, and box 3.","believes(player, equal(likely, exists(key(K), inside(K, box1)), exists(key(K), inside(K, box2)), exists(key(K), inside(K, box3)))","believes(player, equal(likely, exists(key(K), inside(K, box1)), exists(key(K), inside(K, box2)), exists(key(K), inside(K, box3))))"
5,5_1,The player knew that box 1 did not have a red key.,"knows_that(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box1)))))","knows_that(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box1)))))"
5,5_1,The player thought that box 2 might have the red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box2))))","believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
5,5_1,The player believed there might be a key in box 1.,"believes(player, might(exists(key(K), inside(K, box1))))","believes(player, might(exists(key(K), inside(K, box1))))"
5,5_1,The player was unsure about the contents of boxes 2 and 3.,"uncertain_about(player, color(C), exists(and(key(K), inside(K, box2)), iscolor(K, C)), exists(and(key(K), inside(K, box3)), iscolor(K, C)))","uncertain_about(player, color(C), exists(and(key(K), or(inside(K, box2), inside(K, box3))), iscolor(K, C)))"
5,5_1,The player thought that one of the boxes might be empty.,"believes(player, might(exists(box(B), empty(B))))","believes(player, might(exists(box(B), empty(B))))"
5,5_2,The player initially believed the red key was in box 1.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
5,5_2,The player initially believed the red key was in box 2.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2))))","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
5,5_2,The player thought a red key was in box 1.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
5,5_2,The player thought a red key was in box 2.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2))))","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
5,5_2,The player initially believed only one of the boxes contained a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, B)), forall(box(B1), imply(not(eq(B, B1)), not(exists(and(key(K1), iscolor(K1, red)), inside(K1, B1)))))))","believes(player, formula(exists(key(K), and(iscolor(K, red), exactly_one(box(B), inside(K, B)))))"
5,5_2,The player believed that the first box held the red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
5,5_2,The player thought that the third box was likely to be empty.,"believes(player, likely(empty(box3)))","believes(player, likely(empty(box3)))"
5,5_2,The player believed one of the boxes might have a key.,"believes(player, might(exists(box(B), exists(key(K), inside(K, B)))))","believes(player, might(exists(key(K), or(inside(K, box1), inside(K, box2), inside(K, box3), inside(K, box4))))"
5,5_2,The player believed that box 3 was empty.,"believes(player, formula(empty(box3)))","believes(player, formula(empty(box3)))"
5,5_2,The player believed that either box 1 and 2 contained the red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box1), inside(K, box2)))))","believes(player, formula(or(exists(and(key(K), iscolor(K, red)), inside(K, box1)), exists(and(key(K), iscolor(K, red)), inside(K, box2)))))"
5,5_2,The player believed that box 1 had a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
5,5_2,The player believed that box 2 was empty.,"believes(player, formula(empty(box2)))","believes(player, formula(empty(box2)))"
5,5_2,"The player believed there was a red key in box 1, box 2, or box 3.","believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box1), inside(K, box2), inside(K, box3)))))","believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box1), inside(K, box2), inside(K, box3)))))"
5,5_2,The player did not know for sure which box contained the key.,"not_knows_about(player, box(B), exists(key(K), inside(K, B)))","not_knows_about(player, box(B), exists(key(K), inside(K, B)))"
5,5_2,The player believed there might be a key in box 1.,"believes(player, might(exists(key(K), inside(K, box1))))","believes(player, might(exists(key(K), inside(K, box1))))"
5,5_2,The player was unsure about the contents of boxes 2 and 3.,"uncertain_about(player, color(C), exists(and(key(K), inside(K, box2)), iscolor(K, C)), exists(and(key(K), inside(K, box3)), iscolor(K, C)))","uncertain_about(player, color(C), exists(and(key(K), or(inside(K, box2), inside(K, box3))), iscolor(K, C)))"
5,5_2,The player thought that one of the boxes might be empty.,"believes(player, might(exists(box(B), empty(B))))","believes(player, might(exists(box(B), empty(B))))"
6,6_1,The player believed that box 1 might contain a blue key or a red key.,"believes(player, might(or(exists(and(key(K), iscolor(K, blue)), inside(K, box1)), exists(and(key(K), iscolor(K, red)), inside(K, box1)))))","believes(player, might(exists(key(K), and(or(iscolor(K, blue), iscolor(K, red)), inside(K, box1)))))"
6,6_1,The player believed that box 2 might contain a blue key or a red key.,"believes(player, might(or(exists(and(key(K), iscolor(K, blue)), inside(K, box2)), exists(and(key(K), iscolor(K, red)), inside(K, box2))))believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))","believes(player, might(exists(key(K), and(or(iscolor(K, blue), iscolor(K, red)), inside(K, box2)))))"
6,6_1,The player initially believed there was either a red key or a blue key in box 1.,"believes(player, formula(or(exists(and(key(K), iscolor(K, red)), inside(K, box1)), exists(and(key(K), iscolor(K, blue)), inside(K, box1)))))","believes(player, formula(or(exists(and(key(K), iscolor(K, red)), inside(K, box1)), exists(and(key(K), iscolor(K, blue)), inside(K, box1)))))"
6,6_1,The player believed box one contained a red or key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
6,6_1,The player believed box one contained a blue key.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box1))))","believes(player, formula(exists(and(key(K), iscolor(K, blue)), inside(K, box1))))"
6,6_1,The player initially believed that a red key would be located in either box 1 or box 2.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box1), inside(K, box2)))))","believes(player, formula(exists(and(key(K), iscolor(K, red)), or(inside(K, box1), inside(K, box2)))))"
6,6_1,The player knew that there was a key in box 1.,"knows_that(player, formula(exists(key(K), inside(K, box1))))","knows_that(player, formula(exists(key(K), inside(K, box1))))"
6,6_1,The player knew that there was a key in box 2.,"knows_that(player, formula(exists(key(K), inside(K, box2))))","knows_that(player, formula(exists(key(K), inside(K, box2))))"
6,6_2,The player initially believed there was a blue key in either box 1 or box 2.,"believes(player, formula(exists(and(key(K), iscolor(K, blue)), or(inside(K, box1), inside(K, box2)))))","believes(player, formula(exists(and(key(K), iscolor(K, blue)), or(inside(K, box1), inside(K, box2)))))"
6,6_2,The player believed that box 1 had a read key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
6,6_2,The player believed that box 2 had a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2))))","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
6,6_3,The player believed that box one was empty and held no key.,"believes(player, formula(and(empty(box1), not(exists(key(K), inside(K, box1))))))","believes(player, formula(and(empty(box1), not(exists(key(K), inside(K, box1)))))"
6,6_3,The player believed box 1 was empty.,"believes(player, formula(empty(box1)))","believes(player, formula(empty(box1)))"
6,6_3,The player believed that box 2 was empty.,"believes(player, formula(empty(box2)))","believes(player, formula(empty(box2)))"
6,6_3,The player believed there may be a key in one of the boxes.,"believes(player, may(exists(box(B), exists(key(K), inside(K, B)))))","believes(player, may(exists(key(K), or(inside(K, box1), inside(K, box2), inside(K, box3), inside(K, box4))))"
6,6_3,The player believed there might be a key in box 1.,"believes(player, might(exists(key(K), inside(K, box1))))","believes(player, might(exists(key(K), inside(K, box1))))"
6,6_3,The player was unsure about the contents of boxes 2 and 3.,"uncertain_about(player, color(C), exists(and(key(K), inside(K, box2)), iscolor(K, C)), exists(and(key(K), inside(K, box3)), iscolor(K, C)))","uncertain_about(player, color(C), exists(and(key(K), or(inside(K, box2), inside(K, box3))), iscolor(K, C)))"
6,6_3,The player thought that one of the boxes might be empty.,"believes(player, might(exists(box(B), empty(B))))","believes(player, might(exists(box(B), empty(B))))"
7,7_1,The player believed that box 2 might have a red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box2))))","believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
7,7_1,The player believed that box 3 might have a red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box3))))","believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
7,7_1,The player thought that boxes 2 or 3 contained a key.,"believes(player, formula(exists(key(K), or(inside(K, box2), inside(K, box3)))))","believes(player, formula(exists(key(K), or(inside(K, box2), inside(K, box3))))."
7,7_1,The player thought that box 1 was empty.,"believes(player, formula(empty(box1)))","believes(player, formula(empty(box1)))"
7,7_1,The player initially believed box 2 was most likely to contain box a red key.,"believes(player, most(likely, exists(and(key(K), iscolor(K, red)), inside(K, box2))))","believes(player, most(likely, exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
7,7_1,The player initially believed that box 1 was least likely to contain a red key.,"believes(player, least(likely, exists(and(key(K), iscolor(K, red)), inside(K, box1))))","believes(player, least(likely, box1, B, box(B), exists(and(key(K), iscolor(K, red)), inside(K, B))))"
7,7_2,The player thought that box 1 was most likely to contain a red key.,"believes(player, most(likely, exists(and(key(K), iscolor(K, red)), inside(K, box1))))","believes(player, most(likely, exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
7,7_2,The player thought box 3 was empty.,"believes(player, formula(empty(box3)))","believes(player, formula(empty(box3)))"
7,7_2,The player believed the red key was in box 1.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
7,7_2,The player believed the red key could be in box 2.,"believes(player, could(exists(and(key(K), iscolor(K, red)), inside(K, box2))))","believes(player, could(exists(and(key(K), iscolor(K, red)), inside(K, box2))))"
7,7_2,The player believed that box 2 might be empty.,"believes(player, might(empty(box2)))","believes(player, might(empty(box2)))"
7,7_2,The player believed that box 1 might contain the red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box1))))","believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
7,7_2,The player believed that box 3 might be empty.,"believes(player, might(empty(box3)))","believes(player, might(empty(box3)))"
7,7_2,The player originally believed that box number one held the red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
7,7_2,The player thought that boxes number 2 and 3 were empty.,"believes(player, formula(and(empty(box2), empty(box3))))","believes(player, formula(and(empty(box2), empty(box3))))"
7,7_2,"The player believed there was a key in box 1, box 2, or box 3.","believes(player, formula(exists(key(K), or(inside(K, box1), inside(K, box2), inside(K, box3)))))","believes(player, formula(exists(key(K), or(inside(K, box1), inside(K, box2), inside(K, box3)))))"
7,7_2,The player believed there was an equal chance of the key being in any one of the boxes.,"believes(player, equal(likely, exists(key(K), inside(K, box1)), exists(key(K), inside(K, box2)), exists(key(K), inside(K, box3)))","believes(player, equal(likely, exists(key(K), inside(K, box1)), exists(key(K), inside(K, box2)), exists(key(K), inside(K, box3)), exists(key(K), inside(K, box4))))"
7,7_2,The player thought that box 1 contained a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
7,7_2,The player thought that boxes 2 and 3 were empty.,"believes(player, formula(and(empty(box2), empty(box3))))","believes(player, formula(and(empty(box2), empty(box3))))"
7,7_2,The player initially believed that box 1 was more likely to contain a red key than box 2 and box 3.,"believes(player, more(likely, exists(and(key(K), iscolor(K, red)), inside(K, box1)), exists(and(key(K), iscolor(K, red)), or(inside(K, box2), inside(K, box3)))))","believes(player, more(likely, exists(and(key(K), iscolor(K, red)), inside(K, box1)), exists(and(key(K), iscolor(K, red)), or(inside(K, box2), inside(K, box3)))))"
7,7_2,The player initially believed that box 2 and 3 would not contain the a red key.,"believes(player, formula(and(not(exists(and(key(K), iscolor(K, red)), inside(K, box2))), not(exists(and(key(K), iscolor(K, red)), inside(K, box3))))))","believes(player, formula(and(not(exists(and(key(K), iscolor(K, red)), inside(K, box2))), not(exists(and(key(K), iscolor(K, red)), inside(K, box3))))))"
7,7_2,The player initially believed there might be a key in box 1.,"believes(player, might(exists(key(K), inside(K, box1))))","believes(player, might(exists(key(K), inside(K, box1))))"
7,7_2,The player was unsure about the contents of boxes 2 and 3.,"uncertain_about(player, color(C), exists(and(key(K), inside(K, box2)), iscolor(K, C)), exists(and(key(K), inside(K, box3)), iscolor(K, C)))","uncertain_about(player, color(C), exists(and(key(K), or(inside(K, box2), inside(K, box3))), iscolor(K, C)))"
7,7_2,The player thought that one of the boxes might be empty.,"believes(player, might(exists(box(B), empty(B))))","believes(player, might(exists(box(B), empty(B))))"
7,7_3,The player believed that box 3 did not contain a red key.,"believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box3)))))","believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box3)))))"
7,7_3,The player believed that box 2 did not contain a red key.,"believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box2)))))","believes(player, formula(not(exists(and(key(K), iscolor(K, red)), inside(K, box2)))))"
7,7_3,The player believed that box 1 had a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
7,7_3,The player initially believed that box 1 may have a red key.,"believes(player, may(exists(and(key(K), iscolor(K, red)), inside(K, box1))))","believes(player, may(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
7,7_3,The player initially believed that box 1 or 3 could contain a red key.,"believes(player, could(exists(and(key(K), iscolor(K, red)), or(inside(K, box1), inside(K, box3)))))","believes(player, could(exists(key(K), or(inside(K, box1), inside(K, box3)), iscolor(K, red))))"
7,7_3,The player believed there might be a red key in box 1.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box1))))","believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
7,7_3,The player was unsure what box contained the red key.,"uncertain_about(player, and(box(B), not(closed(B))), exists(and(key(K), iscolor(K, red)), inside(K, B)))","uncertain_about(player, box(B), exists(and(key(K), iscolor(K, red)), inside(K, B)))"
7,7_3,The player believed box one had a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
7,7_3,The player believed box 2 and 3 might be empty.,"believes(player, might(and(empty(box2), empty(box3))))","believes(player, might(and(empty(box2), empty(box3))))"
7,7_3,The player thought that box 1 contained a red key.,"believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))","believes(player, formula(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
7,7_3,The player thought that boxes 2 and 3 were empty.,"believes(player, formula(and(empty(box2), empty(box3))))","believes(player, formula(and(empty(box2), empty(box3))))"
7,7_3,The player believed they key was in box 1.,"believes(player, formula(exists(key(K), inside(K, box1))))","believes(player, formula(exists(key(K), inside(K, box1))))"
7,7_3,The player believed they key was not in box 2.,"believes(player, formula(not(exists(key(K), inside(K, box2)))))","believes(player, formula(not(exists(key(K), inside(K, box2)))))"
7,7_3,The player believed that box 1 might have the red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box1))))","believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box1))))"
7,7_3,The player believed that box 3 might also have the red key.,"believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box3))))","believes(player, might(exists(and(key(K), iscolor(K, red)), inside(K, box3))))"
